          24          10
     1   T    1.6533915540E-01
  7.2269046005E-05  6.3246035031E-09 -6.6576707971E-05  8.7088345690E-10 -8.8231669202E-06  1.1883425192E-10
 -4.8559778454E-11  5.1760592299E-09  7.4613124101E-06  8.6325227033E-11 -2.2168282595E-06 -7.4779149174E-06
     6   T    5.7279979285E-01
  9.5253111653E-06  1.6996427175E-07  2.2017779324E-10 -2.8853617789E-05  1.6268305111E-09  1.0080762809E+00
  3.1080346344E-06  9.2578615052E-10  2.9232482183E-06  2.6092868391E-05 -1.2614115450E-01  6.5566677467E-02
 -9.8220234407E-07 -1.9225309669E-10  2.7721886973E-06  7.0124367479E-02  3.4212021972E-07  8.2252462048E-03
  1.7667463025E-04 -3.6802778882E-11 -2.8898149073E-08 -1.3283596620E-04  9.9488377583E-08  8.9966663787E-08
     7   T    6.0252191420E-01
 -1.0196497411E-10  8.4477321761E-03  1.2566569561E-05  3.6255879687E-10  8.4359771479E-05 -3.3834690102E-06
  9.9360880823E-01  4.9977511279E-05  1.4655320486E-01 -9.1679802607E-10 -1.2215371356E-07 -2.3482957287E-06
 -1.5820663627E-01 -1.2624240374E-05  1.3580754493E-01 -2.6735539567E-06  1.4536764364E-02 -2.7774485475E-07
  9.6837724018E-08 -3.1001952612E-06 -4.4251540394E-03 -1.1873811200E-07  1.4236091125E-03  4.3906821952E-03
     8   T    7.2232882214E-01
 -9.6624213727E-14 -1.3156893185E-05 -4.1973915892E-09  2.0169136835E-13 -4.9795354465E-08  4.4198553489E-09
  2.4407953597E-04 -9.9999940845E-01 -9.4752650783E-04 -2.8352917262E-13  1.5553667905E-08  1.2155109763E-09
  4.6669249741E-04  2.9792569102E-08 -2.6422610895E-04  1.4340084641E-09 -2.1083990250E-05  1.1715609877E-10
 -1.2468240439E-10  8.3065361701E-09  1.1890213177E-05  1.7896316516E-10 -3.5103636638E-06 -1.1183908682E-05
     9   T    7.2394199690E-01
 -8.2243692826E-11 -2.0948407862E-02  4.0578902705E-06  1.7151711154E-10 -4.4176928906E-05  3.5158897431E-06
  1.8625159905E-01  1.0883855898E-03 -8.6821308507E-01 -1.7368825811E-09  1.4472606634E-05  7.4311264639E-07
  4.4894814045E-01  2.8951883371E-05 -2.3866289309E-01  1.4179489191E-06 -1.9564757259E-02  1.5143633417E-07
 -9.1284740282E-08  1.3362567072E-05  1.9176428793E-02  1.8279666025E-07 -5.4759583427E-03 -1.7898004897E-02
    10   T    7.4657212602E-01
  5.3709120386E-06 -3.6863335340E-08 -5.7241792437E-11 -1.3733189749E-05 -3.3034409014E-10 -1.1335639142E-01
  2.7871035515E-06  2.0573399351E-10 -1.0270469258E-05  5.0211233703E-04 -9.3482448650E-01  3.6041704305E-01
  8.6260601992E-06  2.0047188921E-10 -4.4259582538E-07  1.2238752564E-01  5.0567711638E-09  9.8040567863E-03
  2.0270269564E-04  4.4225682183E-11  8.9241954104E-08 -1.4697551919E-04  7.0090722977E-08 -2.0092864847E-08
          24          10
     1   S    1.6533916398E-01
  9.9999998445E-01 -2.2669566775E-10  1.2260811368E-13  3.8925991162E-08  3.1180245824E-14  4.1758146052E-05
 -3.9914323902E-10  4.4960542821E-14  2.4382095042E-10  6.6969229028E-09 -3.4014363534E-05  1.8202182216E-05
  3.3995118447E-10 -6.0911052164E-15  2.9187697644E-10  2.5808631282E-05  5.8928245265E-11  3.8888550411E-06
  8.6553060103E-08 -7.2418583307E-15  1.4274083734E-12 -6.7485981906E-08  4.5383203023E-11  3.0662323749E-11
     2   S    3.1970363548E-01
  8.5654621059E-14  1.1813242267E-03  9.9999927715E-01  1.0201424660E-12 -9.7776892387E-09 -5.6647120337E-10
 -4.8046269475E-05 -3.8587133859E-08 -6.2553692888E-06  6.7992354901E-13 -4.8698843242E-10  3.9186269675E-10
 -3.0701028498E-05 -3.4272476863E-09  8.7540051968E-06 -1.0674799253E-10  3.2761509035E-06 -1.2883311337E-10
 -6.1334718016E-11 -2.1629594412E-08 -3.1361153747E-05 -9.3347813130E-11  8.9058162622E-06  3.1783050417E-05
     3   S    3.4252468320E-01
 -1.7647443791E-08  2.5429194036E-09 -4.2184653161E-12  9.9999999135E-01 -7.3696845063E-14 -5.5637819866E-05
  2.2163520688E-10 -2.6183910347E-13 -3.3616704550E-10 -7.7268425630E-09  3.8930350906E-05 -2.0730941337E-05
 -5.1520336953E-10 -8.6056427112E-15 -3.0082324452E-10 -2.7846167472E-05 -4.7331043604E-11 -3.9546183526E-06
 -8.7198017542E-08 -1.0199016829E-13 -1.5944048487E-10  6.7324792591E-08 -2.7647565052E-13  1.2952330440E-10
     4   S    3.6152736822E-01
  1.1573694301E-10  8.9470807650E-01 -1.1512322928E-03 -2.6852848477E-09  2.6293421731E-05 -2.0821047009E-06
 -1.6103077270E-01 -1.0008867167E-04 -4.1441814113E-02  1.7014195190E-09 -7.2489540297E-07  1.1893889272E-06
 -3.7588606535E-02 -4.9605755237E-06 -1.5006210269E-02  1.9489752766E-07  2.5408381784E-03 -2.3722657739E-07
 -1.7307199517E-07 -4.7567224559E-05 -6.8959328258E-02 -1.6649933238E-07  1.9472774291E-02  6.9462161756E-02
     5   S    4.6760743570E-01
  1.4352856023E-14  1.3224420660E-05 -2.4765563779E-08 -1.0730031832E-13 -9.9999999399E-01 -7.4337983003E-10
 -5.8752188459E-05 -1.4965868343E-08 -2.6104921681E-05  2.3033678073E-13  1.9426507707E-10  3.7025707243E-10
  2.5701184757E-05  2.0853426909E-09 -2.8858994896E-05  4.2889714054E-10 -3.3868111448E-06  3.3542606594E-11
 -3.5714805989E-11 -2.2141971837E-09 -3.2192260192E-06  2.0187578404E-11  8.5230897414E-07  3.1504722760E-06
     6   S    6.1553570196E-01
  9.1814620388E-06 -6.7856073149E-07  6.8257559342E-10 -2.6196410019E-05  2.8610032984E-10 -9.6340120211E-01
  5.3517574132E-06  2.1364416867E-09  2.5706941059E-06  3.7215527987E-05 -1.7584629112E-01  9.0248044715E-02
  1.3789598670E-06 -2.0980135741E-11  1.6927012760E-06  8.7337471068E-02  1.8245200587E-07  9.6215470379E-03
  2.0513682408E-04  2.8956866958E-10  4.4542264485E-07 -1.5311733353E-04 -2.0999299276E-08 -3.5748678867E-07
     7   S    6.6043620791E-01
 -4.0755209195E-11 -7.4744548439E-02  7.2992686818E-05  1.5855941649E-10  3.4205687469E-05 -4.7701943726E-06
 -9.4199382934E-01  3.6239225338E-04  2.1315437840E-01 -4.4332421439E-09  8.0217419629E-07 -3.6009629432E-06
 -3.7872030951E-02 -4.1244889461E-07  9.7234812132E-02 -1.4869036269E-06  5.1686393163E-03  8.9030643991E-08
  1.9227878403E-07  3.6611373835E-05  5.2836354455E-02  7.3094279400E-08 -1.4455407888E-02 -4.9835609270E-02
     8   S    7.2232884499E-01
 -1.4425647152E-16  5.5585669281E-05 -5.0334584777E-08 -2.2495206096E-14 -1.1439505225E-08  2.3699127353E-09
  2.3652665365E-04  9.9999985725E-01 -4.3440959646E-04  9.7897932921E-12 -7.1201399018E-10  4.2484195350E-09
 -3.8774707116E-05 -5.5726241703E-09 -5.7851339479E-05  4.0244032677E-10 -5.9400890752E-07 -1.9015335099E-10
 -1.5515811303E-10 -3.5406159173E-08 -5.0994847483E-05 -1.0245439893E-10  1.3895349937E-05  4.7154357144E-05
     9   S    7.5488649310E-01
  4.5348440934E-10 -2.5220153359E-10  3.4593502077E-13 -1.1541094344E-09  4.1647406632E-13 -9.2366463541E-06
 -2.5482637574E-09 -5.0668483358E-12 -3.5516539054E-08 -9.9999999122E-01 -1.2460551855E-04  4.1352001239E-05
 -5.3828853635E-09 -2.7407335719E-13  3.2335042686E-09  1.1031304481E-05  1.9697716309E-10  8.5659268046E-07
  1.7666715643E-08  1.8532937434E-13  2.6948067462E-10 -1.2780896548E-08 -6.2472444702E-11 -2.3913977711E-10
    10   S    7.6098287204E-01
 -1.1676705244E-11  3.1867380629E-02 -3.2273143175E-05  4.6090803834E-12 -1.7262699033E-05  1.8803865102E-06
  1.5873938527E-01  3.5046678702E-04  9.5233887295E-01 -3.7028709487E-08  1.2730640707E-05  1.1122616634E-05
  1.6760822762E-01  4.9507979119E-06 -1.3451621037E-01  1.0314563731E-06 -5.9955524740E-03 -9.1215434311E-08
 -1.4610044866E-07 -2.3706949576E-05 -3.4121983077E-02 -2.8955143803E-08  9.1741090468E-03  3.1046051585E-02
